t,h,hd,alpha,ad,Fy,Mz,W_gust,delta
3.79400000e-02,-6.46948865e-03,1.02692205e-03,-8.72793708e-04,9.12740467e-05,164.320914,-8.303414,0.363815,0.000000
3.82200000e-02,-6.46920055e-03,1.03088912e-03,-8.72767918e-04,9.28834409e-05,164.316802,-8.302924,0.369184,0.000000
3.85000000e-02,-6.46891135e-03,1.03482914e-03,-8.72741708e-04,9.43301583e-05,164.312638,-8.302424,0.374592,0.000000
3.86400000e-02,-6.46876633e-03,1.03690306e-03,-8.72728450e-04,9.50656877e-05,164.308421,-8.301916,0.377310,0.000000
3.89200000e-02,-6.46847543e-03,1.04097147e-03,-8.72701628e-04,9.65220183e-05,164.304150,-8.301398,0.382777,0.000000
3.92000000e-02,-6.46818340e-03,1.04493377e-03,-8.72674400e-04,9.79581260e-05,164.299824,-8.300872,0.388282,0.000000
3.94800000e-02,-6.46789027e-03,1.04875810e-03,-8.72646774e-04,9.93631701e-05,164.295442,-8.300336,0.393825,0.000000
3.97600000e-02,-6.46759611e-03,1.05241194e-03,-8.72618758e-04,1.00797877e-04,164.291003,-8.299791,0.399408,0.000000
4.00400000e-02,-6.46730091e-03,1.05614455e-03,-8.72590273e-04,1.02739986e-04,164.286506,-8.299237,0.405029,0.000000
4.03200000e-02,-6.46700468e-03,1.05982187e-03,-8.72561240e-04,1.04573010e-04,164.281950,-8.298673,0.410690,0.000000
4.06000000e-02,-6.46670742e-03,1.06340127e-03,-8.72531700e-04,1.06541990e-04,164.277334,-8.298100,0.416389,0.000000
4.08800000e-02,-6.46640918e-03,1.06690958e-03,-8.72501534e-04,1.08900299e-04,164.272656,-8.297518,0.422126,0.000000
4.11600000e-02,-6.46610996e-03,1.07034244e-03,-8.72470740e-04,1.11062932e-04,164.267917,-8.296926,0.427903,0.000000
4.14400000e-02,-6.46580979e-03,1.07373694e-03,-8.72439303e-04,1.13550715e-04,164.263113,-8.296324,0.433718,0.000000
4.17200000e-02,-6.46550867e-03,1.07711800e-03,-8.72407143e-04,1.16159167e-04,164.258245,-8.295712,0.439572,0.000000
4.20000000e-02,-6.46520661e-03,1.08044186e-03,-8.72374255e-04,1.18749289e-04,164.253311,-8.295090,0.445464,0.000000
4.21400000e-02,-6.46505522e-03,1.08220198e-03,-8.72357538e-04,1.20074984e-04,164.248310,-8.294459,0.448425,0.000000
4.24200000e-02,-6.46475172e-03,1.08564029e-03,-8.72323548e-04,1.22700666e-04,164.243242,-8.293817,0.454376,0.000000
4.27000000e-02,-6.46444727e-03,1.08896924e-03,-8.72288829e-04,1.25290936e-04,164.238104,-8.293165,0.460365,0.000000
4.29800000e-02,-6.46414191e-03,1.09220070e-03,-8.72253387e-04,1.27874812e-04,164.232896,-8.292503,0.466393,0.000000
4.32600000e-02,-6.46383565e-03,1.09536973e-03,-8.72217214e-04,1.30486855e-04,164.227617,-8.291830,0.472459,0.000000
4.35400000e-02,-6.46352850e-03,1.09851419e-03,-8.72180333e-04,1.32936663e-04,164.222266,-8.291147,0.478565,0.000000
4.38200000e-02,-6.46322048e-03,1.10162063e-03,-8.72142728e-04,1.35778358e-04,164.216842,-8.290453,0.484708,0.000000
4.41000000e-02,-6.46291160e-03,1.10468114e-03,-8.72104271e-04,1.38898953e-04,164.211345,-8.289749,0.490891,0.000000
4.43800000e-02,-6.46260187e-03,1.10770069e-03,-8.72064954e-04,1.41899533e-04,164.205772,-8.289033,0.497111,0.000000
4.46600000e-02,-6.46229129e-03,1.11069474e-03,-8.72024825e-04,1.44746943e-04,164.200125,-8.288307,0.503371,0.000000
4.49400000e-02,-6.46197988e-03,1.11368751e-03,-8.71983873e-04,1.47807598e-04,164.194401,-8.287570,0.509669,0.000000
